Label Value,Code,Description
470320 South-East Asian languages (excl. Indonesian),470320,
470321 Translation and interpretation studies,470321,
470399 Language studies not elsewhere classified,470399,
4704 Linguistics,4704,This group covers linguistics.
470401 Applied linguistics and educational linguistics,470401,
470402 Child language acquisition,470402,
470403 Computational linguistics,470403,
470404 Corpus linguistics,470404,
470405 Discourse and pragmatics,470405,
"470406 Historical, comparative and typological linguistics",470406,
470407 Language documentation and description,470407,
470408 Lexicography and semantics,470408,
"470409 Linguistic structures (incl. phonology, morphology and syntax)",470409,
470410 Phonetics and speech science,470410,
470411 Sociolinguistics,470411,
470499 Linguistics not elsewhere classified,470499,
4705 Literary studies,4705,This group covers literature and literary studies.
470501 African literature,470501,
470502 Australian literature (excl. Aboriginal and Torres Strait Islander literature),470502,
470503 Book history,470503,
470504 British and Irish literature,470504,
470505 Central and Eastern European literature (incl. Russian),470505,
470506 Children's literature,470506,
470507 Comparative and transnational literature,470507,
470508 Digital literature,470508,
470509 Ecocriticism,470509,
470510 Indian literature,470510,
470511 Indonesian literature,470511,
470512 Korean literature,470512,
470513 Latin and classical Greek literature,470513,
470514 Literary theory,470514,
470515 Literature in Chinese,470515,
470516 Literature in French,470516,
470517 Literature in German,470517,
470518 Literature in Italian,470518,
470519 Literature in Japanese,470519,
470520 Literature in Spanish and Portuguese,470520,
470521 Middle Eastern literature,470521,
470522 New Zealand literature (excl. Māori literature),470522,
470523 North American literature,470523,
470524 Other Asian literature (excl. South-East Asian),470524,
470525 Other European literature,470525,
470526 Other literatures in English,470526,
470527 Popular and genre literature,470527,
470528 Print culture,470528,
470529 South-East Asian literature (excl. Indonesian),470529,
470530 Stylistics and textual analysis,470530,
470531 Young adult literature,470531,
470599 Literary studies not elsewhere classified,470599,
"4799 Other language, communication and culture",4799,"This group covers language, communication and culture not elsewhere classified."
"479999 Other language, communication and culture not elsewhere classified",479999,
48 Law and legal studies,48,This division covers law and legal studies.
4801 Commercial law,4801,This group covers commercial law.
"480101 Banking, finance and securities law",480101,
480102 Commercial law,480102,
480103 Corporations and associations law,480103,
480104 Labour law,480104,
480105 Not-for-profit law,480105,
480106 Taxation law,480106,
480199 Commercial law not elsewhere classified,480199,
4802 Environmental and resources law,4802,This group covers environmental and resources law.
480201 Animal law,480201,
480202 Climate change law,480202,
480203 Environmental law,480203,
"480204 Mining, energy and natural resources law",480204,
480299 Environmental and resources law not elsewhere classified,480299,
4803 International and comparative law,4803,This group covers international and comparative law.
480301 Asian and Pacific law,480301,
480302 Comparative law,480302,
480303 Conflict of laws (incl. private international law),480303,
480304 European Union law,480304,
480305 International arbitration,480305,
480306 International criminal law,480306,
480307 International humanitarian and human rights law,480307,
480308 International trade and investment law,480308,
480309 Ocean law and governance,480309,
480310 Public international law,480310,
"480311 Space, maritime and aviation law",480311,
480399 International and comparative law not elsewhere classified,480399,
4804 Law in context,4804,This group covers law.
480401 Criminal law,480401,
480402 Family law,480402,
480403 Law and humanities,480403,
480404 Law and religion,480404,
480405 Law and society and socio-legal research,480405,
480406 Law reform,480406,
"480407 Law, gender and sexuality (incl. feminist legal scholarship)",480407,
"480408 Law, science and technology",480408,
480409 Legal education,480409,
"480410 Legal theory, jurisprudence and legal interpretation",480410,
480411 Media and communication law,480411,
480412 Medical and health law,480412,
"480413 Race, ethnicity and law",480413,
480414 Sports law,480414,
480499 Law in context not elsewhere classified,480499,
4805 Legal systems,4805,This group covers legal systems.
480501 Access to justice,480501,
480502 Civil procedure,480502,
480503 Criminal procedure,480503,
480504 Legal institutions (incl. courts and justice systems),480504,
"480505 Legal practice, lawyering and the legal profession",480505,
"480506 Litigation, adjudication and dispute resolution",480506,
480507 Youth justice,480507,
480599 Legal systems not elsewhere classified,480599,
4806 Private law and civil obligations,4806,This group covers private law and civil obligations.
480601 Contract law,480601,
480602 Equity and trusts law,480602,
480603 Intellectual property law,480603,
480604 Property law (excl. intellectual property law),480604,
480605 Tort law,480605,
480699 Private law and civil obligations not elsewhere classified,480699,
4807 Public law,4807,This group covers public law.
480701 Administrative law,480701,
480702 Constitutional law,480702,
480703 Domestic human rights law,480703,
"480704 Migration, asylum and refugee law",480704,
480705 Military law and justice,480705,
480706 Privacy and data rights,480706,
"480707 Welfare, insurance, disability and social security law",480707,
480799 Public law not elsewhere classified,480799,
4899 Other law and legal studies,4899,This group covers law and legal studies not elsewhere classified.
489999 Other law and legal studies not elsewhere classified,489999,
49 Mathematical sciences,49,"This division covers mathematics, statistics, and mathematical aspects of the physical sciences."
4901 Applied mathematics,4901,This group covers applied mathematics.
490101 Approximation theory and asymptotic methods,490101,
490102 Biological mathematics,490102,
"490103 Calculus of variations, mathematical aspects of systems theory and control theory",490103,
490104 Complex systems,490104,
490105 Dynamical systems in applications,490105,
490106 Financial mathematics,490106,
490107 Mathematical methods and special functions,490107,
490108 Operations research,490108,
490109 Theoretical and applied mechanics,490109,
490199 Applied mathematics not elsewhere classified,490199,
4902 Mathematical physics,4902,This group covers the mathematical aspects of physics.
490201 Algebraic structures in mathematical physics,490201,
490202 Integrable systems (classical and quantum),490202,
"490203 Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",490203,
490204 Mathematical aspects of general relativity,490204,
"490205 Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",490205,
"490206 Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",490206,
490299 Mathematical physics not elsewhere classified,490299,
4903 Numerical and computational mathematics,4903,This group covers numerical and computational mathematics.
490301 Experimental mathematics,490301,
490302 Numerical analysis,490302,
490303 Numerical solution of differential and integral equations,490303,
490304 Optimisation,490304,
490399 Numerical and computational mathematics not elsewhere classified,490399,
4904 Pure mathematics,4904,This group covers pure mathematics.
490401 Algebra and number theory,490401,
490402 Algebraic and differential geometry,490402,
"490403 Category theory, k theory, homological algebra",490403,
490404 Combinatorics and discrete mathematics (excl. physical combinatorics),490404,
490405 Group theory and generalisations,490405,
"490406 Lie groups, harmonic and Fourier analysis",490406,
"490407 Mathematical logic, set theory, lattices and universal algebra",490407,
490408 Operator algebras and functional analysis,490408,
"490409 Ordinary differential equations, difference equations and dynamical systems",490409,
490410 Partial differential equations,490410,
490411 Real and complex functions (incl. several variables),490411,
490412 Topology,490412,
490499 Pure mathematics not elsewhere classified,490499,
4905 Statistics,4905,This group covers statistics. It includes the development of statistical techniques.
490501 Applied statistics,490501,
490502 Biostatistics,490502,
490503 Computational statistics,490503,
"490504 Forensic evaluation, inference and statistics",490504,
490505 Large and complex data theory,490505,
490506 Probability theory,490506,
490507 Spatial statistics,490507,
490508 Statistical data science,490508,
490509 Statistical theory,490509,
490510 Stochastic analysis and modelling,490510,
490511 Time series and spatial modelling,490511,
490599 Statistics not elsewhere classified,490599,
4999 Other mathematical sciences,4999,This group covers any mathematical sciences not elsewhere classified.
499999 Other mathematical sciences not elsewhere classified,499999,
50 Philosophy and religious studies,50,This division covers philosophy and religious studies.
5001 Applied ethics,5001,This group covers applied ethics. It included human rights and justice issues.
500101 Bioethics,500101,
500102 Business ethics,500102,
500103 Ethical use of new technology,500103,
500104 Human rights and justice issues (excl. law),500104,
500105 Legal ethics,500105,
500106 Medical ethics,500106,
500107 Professional ethics,500107,
500199 Applied ethics not elsewhere classified,500199,
5002 History and philosophy of specific fields,5002,This group covers the history and philosophy of specific concepts or fields of study which defy geographical classification.
500201 History and philosophy of engineering and technology,500201,
500202 History and philosophy of law and justice,500202,
500203 History and philosophy of medicine,500203,
500204 History and philosophy of science,500204,
500205 History and philosophy of the humanities,500205,
500206 History and philosophy of the social sciences,500206,
500207 History of ideas,500207,
500208 History of philosophy,500208,
500299 History and philosophy of specific fields not elsewhere classified,500299,
5003 Philosophy,5003,This group covers philosophy.
500301 Aesthetics,500301,
500302 Critical theory,500302,
500303 Decision theory,500303,
500304 Environmental philosophy,500304,
500305 Epistemology,500305,
500306 Ethical theory,500306,
500307 Hermeneutics,500307,
500308 Logic,500308,
500309 Metaphysics,500309,
500310 Phenomenology,500310,
500311 Philosophical psychology (incl. moral psychology and philosophy of action),500311,
500312 Philosophy of cognition,500312,
500313 Philosophy of gender,500313,
500314 Philosophy of language,500314,
500315 Philosophy of mind (excl. cognition),500315,
500316 Philosophy of religion,500316,
500317 Philosophy of science (excl. history and philosophy of specific fields),500317,
500318 Philosophy of specific cultures (incl. comparative philosophy),500318,
500319 Poststructuralism,500319,
500320 Psychoanalytic philosophy,500320,
500321 Social and political philosophy,500321,
500399 Philosophy not elsewhere classified,500399,
5004 Religious studies,5004,This group covers the study of religion. It includes comparative religious studies.
500401 Christian studies,500401,
500402 Comparative religious studies,500402,
500403 Islamic studies,500403,
500404 Jewish studies,500404,
"500405 Religion, society and culture",500405,
500406 Studies in eastern religious traditions,500406,
"500407 Studies in religious traditions (excl. Eastern, Jewish, Christian and Islamic traditions)",500407,
500499 Religious studies not elsewhere classified,500499,
5005 Theology,5005,This group covers theology.
500501 Theology,500501,
500599 Theology not elsewhere classified,500599,
5099 Other philosophy and religious studies,5099,This group covers philosophy and religious studies not elsewhere classified.
509999 Other philosophy and religious studies not elsewhere classified,509999,
51 Physical sciences,51,"This division covers the physical sciences. It includes biological physics (other than human biophysics), medical physics and synchrotron and accelerator technologies."
5101 Astronomical sciences,5101,"This group covers astronomical sciences, including cosmology."
510101 Astrobiology,510101,
510102 Astronomical instrumentation,510102,
510103 Cosmology and extragalactic astronomy,510103,
510104 Galactic astronomy,510104,
510105 General relativity and gravitational waves,510105,
510106 High energy astrophysics and galactic cosmic rays,510106,
510107 Planetary science (excl. solar system and planetary geology),510107,
510108 Solar physics,510108,
510109 Stellar astronomy and planetary systems,510109,
510199 Astronomical sciences not elsewhere classified,510199,
"5102 Atomic, molecular and optical physics",5102,"This group covers atomic, molecular and optical physics."
510201 Atomic and molecular physics,510201,
510202 Lasers and quantum electronics,510202,
510203 Nonlinear optics and spectroscopy,510203,
"510204 Photonics, optoelectronics and optical communications",510204,
510205 Terahertz physics,510205,
"510299 Atomic, molecular and optical physics not elsewhere classified",510299,
5103 Classical physics,5103,This group covers classical physics.
510301 Acoustics and acoustical devices; waves,510301,
510302 Classical and physical optics,510302,
510303 Electrostatics and electrodynamics,510303,
510304 Thermodynamics and statistical physics,510304,
510399 Classical physics not elsewhere classified,510399,
5104 Condensed matter physics,5104,This group covers condensed matter physics.
510401 Condensed matter characterisation technique development,510401,
510402 Condensed matter imaging,510402,
510403 Condensed matter modelling and density functional theory,510403,
510404 Electronic and magnetic properties of condensed matter; superconductivity,510404,
510405 Soft condensed matter,510405,
510406 Structural properties of condensed matter,510406,
510407 Surface properties of condensed matter,510407,
510499 Condensed matter physics not elsewhere classified,510499,
5105 Medical and biological physics,5105,This group covers medical and biological physics.
510501 Biological physics,510501,
510502 Medical physics,510502,
510599 Medical and biological physics not elsewhere classified,510599,
5106 Nuclear and plasma physics,5106,This group covers nuclear and plasma physics.
510601 Nuclear physics,510601,
510602 Plasma physics; fusion plasmas; electrical discharges,510602,
510699 Nuclear and plasma physics not elsewhere classified,510699,
5107 Particle and high energy physics,5107,This group covers particle and high energy physics.
510701 Astroparticle physics and particle cosmology,510701,
510702 Field theory and string theory,510702,
510703 Particle physics,510703,
510799 Particle and high energy physics not elsewhere classified,510799,
5108 Quantum physics,5108,This group covers quantum physics.
510801 Degenerate quantum gases and atom optics,510801,
510802 Foundations of quantum mechanics,510802,
"510803 Quantum information, computation and communication",510803,
510804 Quantum optics and quantum optomechanics,510804,
510805 Quantum technologies,510805,
510899 Quantum physics not elsewhere classified,510899,
5109 Space sciences,5109,This group covers space sciences.
510901 Astrodynamics and space situational awareness,510901,
510902 Heliophysics and space weather,510902,
"510903 Mesospheric, thermospheric, ionospheric and magnetospheric physics",510903,
510904 Solar system energetic particles,510904,
510905 Solar system planetary science (excl. planetary geology),510905,
510906 Space instrumentation,510906,
510999 Space sciences not elsewhere classified,510999,
5110 Synchrotrons and accelerators,5110,"This group covers synchrotrons, accelerators, instruments and techniques."
511001 Accelerators,511001,
511002 Instruments and techniques,511002,
511003 Synchrotrons,511003,
511099 Synchrotrons and accelerators not elsewhere classified,511099,
5199 Other physical sciences,5199,"This group covers any physical sciences not elsewhere classified.
It includes complex physical systems."
519901 Complex physical systems,519901,
519999 Other physical sciences not elsewhere classified,519999,
52 Psychology,52,This division covers psychology and cognitive sciences.
5201 Applied and developmental psychology,5201,This group covers the development and application of psychological methods and psychological research findings to solve practical problems of human and animal behaviour and the manner in which those psychological processes change through the life span.
520101 Child and adolescent development,520101,
520102 Educational psychology,520102,
520103 Forensic psychology,520103,
520104 Industrial and organisational psychology (incl. human factors),520104,
"520105 Psychological methodology, design and analysis",520105,
520106 Psychology of ageing,520106,
520107 Sport and exercise psychology,520107,
"520108 Testing, assessment and psychometrics",520108,
520199 Applied and developmental psychology not elsewhere classified,520199,
5202 Biological psychology,5202,This group covers biological psychology research into the neural and physiological mechanisms that underpin psychological processes.
520201 Behavioural genetics,520201,
520202 Behavioural neuroscience,520202,
520203 Cognitive neuroscience,520203,
520204 Evolutionary psychological studies,520204,
520205 Psychopharmacology,520205,
520206 Psychophysiology,520206,
520207 Social and affective neuroscience,520207,
520299 Biological psychology not elsewhere classified,520299,
5203 Clinical and health psychology,5203,"This group covers clinical and health psychology. It includes the detection, aetiology, treatment and prevention of mental health problems and psychological and behavioural processes in health and illness."
520301 Clinical neuropsychology,520301,
520302 Clinical psychology,520302,
520303 Counselling psychology,520303,
520304 Health psychology,520304,
520399 Clinical and health psychology not elsewhere classified,520399,
5204 Cognitive and computational psychology,5204,"This group covers cognitive and computational psychology. It includes the experimental study, computational and mathematical modelling of cognitive processes."
520401 Cognition,520401,
520402 Decision making,520402,
"520403 Learning, motivation and emotion",520403,
520404 Memory and attention,520404,
520405 Psycholinguistics (incl. speech production and comprehension),520405,
"520406 Sensory processes, perception and performance",520406,
520499 Cognitive and computational psychology not elsewhere classified,520499,
5205 Social and personality psychology,5205,"This group covers social and personality psychology. The study of the manner in which social groups influence the motivations, attitudes, personality and behaviour of the individual and the importance of the ways that individuals differ on those factors."
520501 Community psychology,520501,
520502 Gender psychology,520502,
520503 Personality and individual differences,520503,
520504 Psychology of religion,520504,
520505 Social psychology,520505,
520599 Social and personality psychology not elsewhere classified,520599,
5299 Other psychology,5299,This group covers psychology not elsewhere classified.
529999 Other psychology not elsewhere classified,529999,
