Label Value,Code,Description
220311 Philosophical Psychology (incl. Moral Psychology and Philosophy of Action),220311,
220312 Philosophy of Cognition,220312,
220313 Philosophy of Language,220313,
220314 Philosophy of Mind (excl. Cognition),220314,
220315 Philosophy of Religion,220315,
220316 Philosophy of Specific Cultures (incl. Comparative Philosophy),220316,
220317 Poststructuralism,220317,
220318 Psychoanalytic Philosophy,220318,
220319 Social Philosophy,220319,
220399 Philosophy not elsewhere classified,220399,
2204 Religion and Religious Studies,2204,
220401 Christian Studies (incl. Biblical Studies and Church History),220401,
220402 Comparative Religious Studies,220402,
220403 Islamic Studies,220403,
220404 Jewish Studies,220404,
220405 Religion and Society,220405,
220406 Studies in Eastern Religious Traditions,220406,
"220407 Studies in Religious Traditions (excl. Eastern, Jewish, Christian and Islamic Traditions)",220407,
220499 Religion and Religious Studies not elsewhere classified,220499,
2299 Other Philosophy and Religious Studies,2299,
229999 Philosophy and Religious Studies not elsewhere classified,229999,
